word,ssc_10_rel_error,ssc_25_rel_error,ssc_50_rel_error,ssc_70_rel_error
albar, 10, 0.0
albarda, 10, 0.022
albardas, 10, 0.0
albarde, 10, 0.0
albarrazadas, 10, 1.0
albañil, 10, 0.0
albedrío, 10, 0.143
albergaron, 10, 1.0
albergase, 10, 0.0
albergue, 10, 0.0
albogues, 10, 0.0
albondiguillas, 10, 1.0
alborocen, 10, 0.0
alborotaba, 10, 1.0
alborotada, 10, 0.167
alborotado, 10, 0.143
alborotados, 10, 0.5
alborotar, 10, 0.0
alborotara, 10, 0.5
alborotarse, 10, 1.0
alborotarían, 10, 1.0
alborotasen, 10, 0.5
alboroto, 10, 0.0
alborotáronse, 10, 0.5
alborotó, 10, 0.0
alborotóse, 10, 0.25
alborozado, 10, 0.333
alborozados, 10, 1.0
alborozo, 10, 0.5
albos, 10, 0.0
albraca, 10, 0.333
albricias, 10, 0.0
alcabala, 10, 0.0
alcabalas, 10, 0.333
alcabalero, 10, 1.0
alcacel, 10, 0.0
alcahuete, 10, 0.0
alcaide, 10, 0.0
alcalde, 10, 0.0
alcaldes, 10, 0.0
alcaller, 10, 0.0
alcance, 10, 0.0
alcancen, 10, 0.0
alcances, 10, 0.0
alcancé, 10, 0.0
alcancía, 10, 0.0
alcancías, 10, 0.0
alcanza, 10, 0.0
alcanzaba, 10, 0.0
alcanzada, 10, 0.0
alcanzadas, 10, 1.0
alcanzado, 10, 0.111
alcanzados, 10, 1.0
alcanzan, 10, 0.0
alcanzando, 10, 1.0
alcanzar, 10, 0.0
alcanzara, 10, 0.0
alcanzare, 10, 0.5
alcanzaremos, 10, 1.0
alcanzaren, 10, 0.5
alcanzarle, 10, 0.333
alcanzarlo, 10, 1.0
alcanzarlos, 10, 1.0
alcanzaron, 10, 0.2
alcanzará, 10, 0.5
alcanzase, 10, 0.0
alcanzo, 10, 0.0
alcanzándoles, 10, 1.0
alcanzáredes, 10, 1.0
alcanzásedes, 10, 1.0
alcanzó, 10, 0.0
alcatifa, 10, 0.0
alce, 10, 0.5
alcobendas, 10, 1.0
alcornoque, 10, 0.077
